1730452363.518391,0
1730452363.632803,18
1730452363.750659,47
1730452363.868601,86
1730452363.982147,100
1730452364.091648,99
1730452364.205780,99
1730452364.317389,99
1730452364.429795,98
1730452364.543492,100
1730452364.656465,100
1730452364.770330,98
1730452364.881371,99
1730452364.995892,99
1730452365.102958,100
1730452365.215363,97
1730452365.327530,98
1730452365.438549,99
1730452365.551740,97
1730452365.658214,86
1730452365.767929,68
1730452365.880589,60
1730452365.994518,42
1730452366.106552,42
1730452366.220845,42
1730452366.333390,43
1730452366.447587,44
1730452366.554807,44
1730452366.665181,45
1730452366.777771,44
1730452366.891355,45
1730452367.004299,46
1730452367.118659,47
1730452367.232681,46
1730452367.344402,47
1730452367.455957,48
1730452367.568722,49
1730452367.679707,49
1730452367.794521,50
1730452367.907229,52
1730452368.015384,51
1730452368.129202,52
1730452368.244853,52
1730452368.359236,51
1730452368.471159,51
1730452368.584527,52
1730452368.697155,53
1730452368.808914,55
1730452368.919948,55
1730452369.032307,56
1730452369.145175,54
1730452369.257076,54
1730452369.376915,57
1730452369.483065,57
1730452369.597177,57
1730452369.709702,58
1730452369.822355,59
1730452369.929023,59
1730452370.045733,59
1730452370.159023,59
1730452370.272231,59
1730452370.384683,59
1730452370.496860,59
1730452370.610901,59
1730452370.725666,61
1730452370.832131,63
1730452370.944181,63
1730452371.057441,63
1730452371.169416,64
1730452371.280420,63
1730452371.395804,63
1730452371.506759,64
1730452371.614696,64
1730452371.727184,65
1730452371.842547,65
1730452371.954860,67
1730452372.068461,66
1730452372.182844,66
1730452372.295816,66
1730452372.403707,66
1730452372.516164,67
1730452372.628656,67
1730452372.742170,69
1730452372.858544,67
1730452372.966037,69
1730452373.072520,69
1730452373.187184,70
1730452373.297421,70
1730452373.410857,71
1730452373.517898,71
1730452373.629879,70
1730452373.743037,70
1730452373.858243,70
1730452373.968539,71
1730452374.081836,70
1730452374.197466,74
1730452374.313296,73
1730452374.424872,74
1730452374.538512,74
1730452374.650928,73
1730452374.764796,74
1730452374.878694,75
1730452374.988667,73
1730452375.101595,73
1730452375.215689,75
1730452375.327637,76
1730452375.442575,76
1730452375.554760,76
1730452375.667440,77
1730452375.779601,78
1730452375.888745,77
1730452375.999997,78
1730452376.111192,78
1730452376.224580,79
1730452376.337917,78
1730452376.452899,77
1730452376.567003,78
1730452376.678616,80
1730452376.791330,82
1730452376.904113,79
1730452377.020197,78
1730452377.138564,81
1730452377.251584,82
1730452377.367084,81
1730452377.475225,82
1730452377.584176,82
1730452377.694334,83
1730452377.806532,83
1730452377.919225,82
1730452378.032330,82
1730452378.147143,82
1730452378.263419,83
1730452378.380429,84
1730452378.489936,85
1730452378.602233,84
1730452378.713829,84
1730452378.826571,86
1730452378.938784,85
1730452379.051353,86
1730452379.164749,85
1730452379.281389,86
1730452379.392311,86
1730452379.504550,87
1730452379.616036,87
1730452379.730340,85
1730452379.840637,88
1730452379.956653,88
1730452380.072656,90
1730452380.185302,89
1730452380.294767,89
1730452380.404936,89
1730452380.516042,89
1730452380.628930,90
1730452380.738385,90
1730452380.849555,90
1730452380.965386,91
1730452381.080859,91
1730452381.195125,90
1730452381.307992,90
1730452381.416583,90
1730452381.527788,92
1730452381.639165,92
1730452381.746371,92
1730452381.860870,93
1730452381.971910,93
1730452382.081330,93
1730452382.192936,93
1730452382.305168,94
1730452382.416715,94
1730452382.528589,94
1730452382.639792,95
1730452382.750601,95
1730452382.862463,95
1730452382.977290,96
1730452383.089651,95
1730452383.203946,95
1730452383.318934,97
1730452383.428969,96
1730452383.543172,96
1730452383.658091,97
1730452383.769793,96
1730452383.879808,98
1730452383.991080,98
1730452384.103792,98
1730452384.214758,98
1730452384.329892,97
1730452384.441472,99
1730452384.552672,99
1730452384.666655,99
1730452384.779474,99
1730452384.891747,100
1730452385.005181,99
1730452385.116677,99
1730452385.231021,99
1730452385.342011,99
1730452385.454426,99
1730452385.568522,98
1730452385.680353,96
1730452385.787814,66
1730452385.900625,50
1730452386.011387,51
1730452386.123224,50
1730452386.237569,51
1730452386.346860,51
1730452386.452748,52
1730452386.560154,53
1730452386.666552,52
1730452386.773690,54
1730452386.880712,54
1730452386.993926,54
1730452387.099477,54
1730452387.205220,56
1730452387.314125,56
1730452387.427372,56
1730452387.541937,57
1730452387.656861,56
1730452387.762253,57
1730452387.867851,58
1730452387.973655,58
1730452388.079352,57
1730452388.192240,59
1730452388.304262,58
1730452388.411044,60
1730452388.518868,60
1730452388.635623,61
1730452388.743554,61
1730452388.858847,62
1730452388.972441,61
1730452389.085124,63
