1730452295.068138,0
1730452295.183445,19
1730452295.297488,19
1730452295.412183,18
1730452295.527268,19
1730452295.642764,14
1730452295.758260,11
1730452295.869963,12
1730452295.982345,14
1730452296.094190,17
1730452296.203682,20
1730452296.312792,12
1730452296.422134,10
1730452296.536175,12
1730452296.647456,14
1730452296.760029,16
1730452296.875201,16
1730452296.989041,18
1730452297.100305,18
1730452297.210653,11
1730452297.317278,14
1730452297.429342,15
1730452297.536686,15
1730452297.648345,17
1730452297.761819,18
1730452297.870715,19
1730452297.985399,18
1730452298.099477,11
1730452298.213535,13
1730452298.325840,15
1730452298.438856,17
1730452298.556405,16
1730452298.676040,18
1730452298.790227,19
1730452298.904250,9
1730452299.017143,11
1730452299.129316,13
1730452299.243532,15
1730452299.356413,18
1730452299.471193,17
1730452299.585495,18
1730452299.699033,20
1730452299.808021,18
1730452299.921035,11
1730452300.033715,13
1730452300.142671,16
1730452300.256680,17
1730452300.365467,18
1730452300.479618,19
1730452300.593400,17
1730452300.707112,9
1730452300.822281,11
1730452300.937691,13
1730452301.051779,16
1730452301.161832,17
1730452301.272908,18
1730452301.385955,20
1730452301.497640,19
1730452301.609417,10
1730452301.722142,12
1730452301.836752,14
1730452301.949949,16
1730452302.062830,18
1730452302.173006,18
1730452302.286775,20
1730452302.401353,19
1730452302.515211,16
1730452302.631408,11
1730452302.740701,12
1730452302.846969,15
1730452302.962564,15
1730452303.075526,17
1730452303.188290,20
1730452303.301742,20
1730452303.417078,9
1730452303.531204,11
1730452303.644319,14
1730452303.757920,15
1730452303.869749,17
1730452303.979684,17
1730452304.092639,20
1730452304.205591,19
1730452304.319276,9
1730452304.437025,10
1730452304.555928,14
1730452304.676512,16
1730452304.790254,18
1730452304.896888,19
1730452305.011012,20
1730452305.126833,12
1730452305.239897,10
1730452305.354754,13
1730452305.471854,14
1730452305.586021,16
1730452305.701162,19
1730452305.819215,19
1730452305.930269,19
1730452306.045892,18
1730452306.166040,11
1730452306.280724,13
1730452306.397930,15
1730452306.512618,16
1730452306.622170,18
1730452306.734699,20
1730452306.846908,19
1730452306.958703,9
1730452307.080454,11
1730452307.190432,14
1730452307.301839,15
1730452307.415140,18
1730452307.524152,18
1730452307.636552,20
1730452307.749171,20
1730452307.861208,9
1730452307.977144,11
1730452308.095970,13
1730452308.207778,15
1730452308.316120,17
1730452308.427308,18
1730452308.558316,20
1730452308.670738,16
1730452308.786288,10
1730452308.898420,12
1730452309.013609,14
1730452309.125865,17
1730452309.238301,18
1730452309.350785,19
1730452309.464895,20
1730452309.574434,10
1730452309.686698,11
1730452309.800337,13
1730452309.909325,13
1730452310.024029,16
1730452310.138457,19
1730452310.251109,19
1730452310.364959,20
1730452310.477036,19
1730452310.592206,11
1730452310.706130,13
1730452310.821427,13
1730452310.930843,16
1730452311.043025,18
1730452311.157387,19
1730452311.291734,19
1730452311.405895,10
1730452311.518279,11
1730452311.636008,14
1730452311.748633,16
1730452311.860628,18
1730452311.972655,19
1730452312.084375,20
1730452312.198997,19
1730452312.314916,9
1730452312.427661,12
1730452312.539515,13
1730452312.650736,17
1730452312.763087,17
1730452312.873433,19
1730452312.984923,20
1730452313.095973,11
1730452313.209470,10
1730452313.318448,12
1730452313.427217,14
1730452313.537041,16
1730452313.649532,17
1730452313.761789,20
1730452313.873853,20
1730452313.982844,20
1730452314.099556,10
1730452314.212226,12
1730452314.322666,14
1730452314.436027,14
1730452314.549435,16
1730452314.661824,17
1730452314.775210,20
1730452314.890014,17
1730452314.998970,11
1730452315.114304,11
1730452315.228620,15
1730452315.342213,15
1730452315.449481,17
1730452315.557103,17
1730452315.670827,20
1730452315.786584,20
1730452315.897733,10
1730452316.007398,12
1730452316.126096,14
1730452316.236645,14
1730452316.348826,15
1730452316.460913,18
1730452316.571521,19
1730452316.681292,18
1730452316.789898,10
1730452316.899888,13
1730452317.012464,15
1730452317.124647,16
1730452317.237574,17
1730452317.348060,18
1730452317.462484,19
1730452317.577461,19
1730452317.695673,12
1730452317.809793,14
1730452317.919816,15
1730452318.029241,15
1730452318.142245,19
1730452318.256152,18
1730452318.369951,17
1730452318.484966,10
1730452318.593874,12
1730452318.706163,14
1730452318.818347,15
1730452318.926839,17
1730452319.037336,19
1730452319.144816,20
1730452319.258869,20
1730452319.371748,20
1730452319.483505,11
1730452319.594709,13
1730452319.703347,15
1730452319.817965,17
1730452319.925523,17
1730452320.037651,19
1730452320.148607,19
1730452320.264652,10
1730452320.374878,12
1730452320.488078,13
1730452320.600734,14
1730452320.716750,16
1730452320.829504,17
1730452320.939448,20
1730452321.052800,20
1730452321.165172,20
1730452321.278630,10
1730452321.395959,11
1730452321.508944,14
1730452321.622490,16
1730452321.735847,17
1730452321.844815,19
1730452321.956768,19
1730452322.070414,9
1730452322.180949,12
1730452322.294541,11
1730452322.408954,13
1730452322.522768,15
1730452322.636340,18
1730452322.746763,20
1730452322.857927,20
1730452322.973696,19
1730452323.088348,11
1730452323.203173,13
1730452323.317687,14
1730452323.425501,16
1730452323.537192,17
1730452323.650709,18
1730452323.761683,19
1730452323.873911,12
1730452323.989964,11
1730452324.104767,12
1730452324.223781,14
1730452324.338150,15
1730452324.451714,17
1730452324.565153,20
1730452324.677696,20
1730452324.786201,19
1730452324.898527,9
1730452325.010301,13
1730452325.127980,14
1730452325.242776,15
1730452325.358492,17
1730452325.470362,19
1730452325.584229,20
1730452325.698416,8
1730452325.813313,11
1730452325.926318,13
1730452326.043972,14
1730452326.151470,15
1730452326.261941,18
1730452326.372448,19
1730452326.487316,20
1730452326.599332,18
1730452326.712508,10
1730452326.824316,12
1730452326.929887,13
1730452327.043465,14
1730452327.158355,16
1730452327.270164,18
1730452327.379585,18
1730452327.490880,10
1730452327.603671,13
1730452327.716324,13
1730452327.826380,15
1730452327.939266,15
1730452328.051600,18
1730452328.167208,18
1730452328.273208,20
1730452328.385674,16
1730452328.499404,11
1730452328.609177,14
1730452328.722282,15
1730452328.834976,17
1730452328.946685,18
1730452329.061284,19
1730452329.170823,19
1730452329.278654,9
1730452329.386001,11
1730452329.497597,13
1730452329.611698,15
1730452329.725466,17
1730452329.837910,17
1730452329.950036,19
1730452330.063344,20
1730452330.177994,17
1730452330.292276,11
1730452330.406017,12
1730452330.517437,14
1730452330.630156,17
1730452330.740099,17
1730452330.850887,20
1730452330.963165,19
1730452331.073763,8
1730452331.188675,11
1730452331.298970,14
1730452331.413969,14
1730452331.525584,16
1730452331.638345,18
1730452331.749826,19
1730452331.858819,19
1730452331.971548,20
1730452332.082310,9
1730452332.196040,11
1730452332.309918,14
1730452332.424237,15
1730452332.538308,17
1730452332.651286,18
1730452332.763946,20
1730452332.872115,9
1730452332.986098,11
1730452333.098010,13
1730452333.206562,14
1730452333.322660,16
1730452333.435862,17
1730452333.545257,19
1730452333.658109,19
1730452333.769668,20
1730452333.879263,11
1730452333.992378,12
1730452334.105418,14
1730452334.218705,15
1730452334.332709,16
1730452334.442450,18
1730452334.558328,19
1730452334.666945,20
1730452334.775437,10
1730452334.886927,13
1730452334.997930,13
1730452335.110395,14
1730452335.218626,16
1730452335.333394,18
1730452335.448864,19
1730452335.560667,18
1730452335.675244,11
1730452335.787709,12
1730452335.901587,14
1730452336.016102,16
1730452336.129101,16
1730452336.240798,17
1730452336.354779,19
1730452336.468604,20
1730452336.579449,12
1730452336.688625,13
1730452336.798543,15
1730452336.909252,16
1730452337.024039,15
1730452337.135193,17
1730452337.243586,19
1730452337.351998,19
1730452337.465736,10
1730452337.577704,11
1730452337.690385,15
1730452337.803598,15
1730452337.917387,16
1730452338.027094,19
1730452338.138963,19
1730452338.253246,18
1730452338.361238,9
1730452338.470118,12
1730452338.583452,14
1730452338.696179,16
1730452338.807877,17
1730452338.916677,18
1730452339.028689,19
1730452339.140736,11
1730452339.253557,10
1730452339.368227,13
1730452339.480207,15
1730452339.592189,16
1730452339.702878,18
1730452339.812406,20
1730452339.927440,19
